trigger,match_type,promote_url,previous_promote_url,source,target_current_rank,current_top_result,priority,promotion_needed,disambiguated,url_level_original,rule_applied,change_note
university of arizona applied computing emphasis,exact,https://www.arizona.edu/degree-search/majors/applied-computing-information-management-emphasis,https://www.arizona.edu/degree-search/majors/applied-computing-information-management-emphasis,ahrefs,9,https://www.arizona.edu/admissions,"P2 target present, buried",yes,yes,EMPHASIS,Rule 2 — specific entity (kept),
university of arizona applied computing intelligence emphasis,exact,https://www.arizona.edu/degree-search/majors/applied-computing-applied-artificial-intelligence-emphasis,https://www.arizona.edu/degree-search/majors/applied-computing-applied-artificial-intelligence-emphasis,ahrefs,7,https://www.arizona.edu/admissions,"P2 target present, buried",yes,yes,EMPHASIS,Rule 2 — specific entity (kept),
university of arizona architecture,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/architecture-ba,ahrefs,absent,https://capla.arizona.edu/,"P2 relevant buried, target absent",yes,,UG,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/architecture-ba
university of arizona artificial intelligence,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/artificial-intelligence,ahrefs,10,https://azcast.arizona.edu/node/803,"P2 target present, buried",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/artificial-intelligence
university of arizona astronomy,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/astronomy,ahrefs,absent,https://science.arizona.edu/,P1 all results off-topic,yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/astronomy
university of arizona biochemistry,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/biochemistry-bs,ahrefs,absent,https://science.arizona.edu/,P1 all results off-topic,yes,,UG,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/biochemistry-bs
university of arizona bioinformatics,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/bioinformatics,ahrefs,4,https://www.arizona.edu/admissions,"P2 target present, buried",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/bioinformatics
university of arizona biology major,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/molecular-and-cellular-biology-bs,ahrefs,absent,https://www.arizona.edu/degree-search,"P2 relevant buried, target absent",yes,,UG,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/molecular-and-cellular-biology-bs
university of arizona biomedical engineering ranking,exact,https://www.arizona.edu/degree-search/majors/biomedical-engineering-ms,https://www.arizona.edu/degree-search/majors/biomedical-engineering-ms,ahrefs,absent,https://engineering.arizona.edu/index,"P2 relevant buried, target absent",yes,,GRAD,Rule 2 — specific entity (kept),
university of arizona business administration,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/business-administration-bsba,ahrefs,absent,https://eller.arizona.edu/,"P2 relevant buried, target absent",yes,,UG,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/business-administration-bsba
university of arizona business majors,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/business-administration-bsba,ahrefs,absent,https://eller.arizona.edu/,"P2 relevant buried, target absent",yes,,UG,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/business-administration-bsba
university of arizona communications,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/communication-ba,ahrefs,absent,https://www.arizona.edu/admissions,"P2 relevant buried, target absent",yes,,UG,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/communication-ba
university of arizona communications major,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/communication-ba,ahrefs,absent,https://www.arizona.edu/degree-search,P1 all results off-topic,yes,,UG,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/communication-ba
university of arizona computer science acceptance rate,exact,https://www.arizona.edu/degree-search/majors/computer-science-ms,https://www.arizona.edu/degree-search/majors/computer-science-ms,ahrefs,absent,https://science.arizona.edu/,"P2 relevant buried, target absent",yes,,GRAD,Rule 2 — specific entity (kept),
university of arizona course equivalency,exact,https://www.arizona.edu/degree-search/transfer-credit,https://www.arizona.edu/degree-search/transfer-credit,ahrefs,absent,https://www.arizona.edu/admissions,"P2 relevant buried, target absent",yes,,NAV,Unchanged — navigational/non-major,
university of arizona criminal justice,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/criminal-justice-studies,ahrefs,5,https://sgpp.arizona.edu/bs-criminal-justice-studies/requirements,"P2 target present, buried",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/criminal-justice-studies
university of arizona cs,exact,https://www.arizona.edu/degree-search/majors/computer-science-bs,https://www.arizona.edu/degree-search/majors/computer-science-bs,ahrefs,absent,https://www.arizona.edu/admissions,P1 all results off-topic,yes,,UG,Rule 2 — specific entity (kept),
university of arizona cs emphasis,exact,https://www.arizona.edu/degree-search/majors/environmental-science-the-biosphere-emphasis,https://www.arizona.edu/degree-search/majors/environmental-science-the-biosphere-emphasis,ahrefs,absent,https://www.arizona.edu/admissions,P1 all results off-topic,yes,yes,EMPHASIS,Rule 2 — specific entity (kept),
university of arizona cybersecurity masters,exact,https://www.arizona.edu/degree-search/majors/cybersecurity,https://www.arizona.edu/degree-search/majors/cybersecurity,ahrefs,absent,https://infosci.arizona.edu/,"P2 relevant buried, target absent",yes,,BASE,Rule 2 — REVIEW: specific term on base page,needs GRAD entity; no matching level page in dataset — verify
university of arizona dance acceptance rate,exact,https://www.arizona.edu/degree-search/majors/dance,https://www.arizona.edu/degree-search/majors/dance,ahrefs,11,https://cfa.arizona.edu/,"P2 target present, buried",yes,,BASE,REVIEW: base-page mapping (verify generic vs keep),trigger not a clean field-name match; left unchanged
university of arizona dance program,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/dance,ahrefs,12,https://cfa.arizona.edu/,"P2 target present, buried",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/dance
university of arizona data science,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/statistics-and-data-science-ba,ahrefs,absent,https://infosci.arizona.edu/,"P2 relevant buried, target absent",yes,,UG,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/statistics-and-data-science-ba
university of arizona data science masters,exact,https://www.arizona.edu/degree-search/majors/data-science,https://www.arizona.edu/degree-search/majors/data-science,ahrefs,absent,https://infosci.arizona.edu/,"P2 relevant buried, target absent",yes,,BASE,Rule 2 — REVIEW: specific term on base page,needs GRAD entity; no matching level page in dataset — verify
university of arizona data science science,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/data-science,ahrefs,absent,https://infosci.arizona.edu/,"P2 relevant buried, target absent",yes,yes,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/data-science
university of arizona degree,exact,https://www.arizona.edu/degree-search/majors/science-ba,https://www.arizona.edu/degree-search/majors/science-ba,ahrefs,absent,https://www.arizona.edu/degree-search,P1 all results off-topic,yes,,UG,Rule 2 — specific entity (kept),
university of arizona degree programs,exact,https://www.arizona.edu/degree-search/majors/neuroscience-and-cognitive-science-philosophy-of-mind-emphasis,https://www.arizona.edu/degree-search/majors/neuroscience-and-cognitive-science-philosophy-of-mind-emphasis,ahrefs,absent,https://www.arizona.edu/degree-search,P1 all results off-topic,yes,,EMPHASIS,Rule 2 — specific entity (kept),
university of arizona degrees,exact,https://www.arizona.edu/degree-search/majors,https://www.arizona.edu/degree-search/majors,ahrefs,1,https://www.arizona.edu/degree-search/majors,P0 already #1,no (already #1),,NAV,Unchanged — navigational/non-major,
university of arizona dnp,exact,https://www.arizona.edu/degree-search/majors/nursing-dnp,https://www.arizona.edu/degree-search/majors/nursing-dnp,ahrefs,absent,https://nursing.arizona.edu/,"P2 relevant buried, target absent",yes,,PHD,Rule 2 — specific entity (kept),
university of arizona dnp acceptance rate,exact,https://www.arizona.edu/degree-search/majors/nursing-dnp,https://www.arizona.edu/degree-search/majors/nursing-dnp,ahrefs,absent,https://nursing.arizona.edu/,"P2 relevant buried, target absent",yes,,PHD,Rule 2 — specific entity (kept),
university of arizona doctoral programs,exact,https://www.arizona.edu/degree-search/majors/higher-education-dp,https://www.arizona.edu/degree-search/majors/higher-education-dp,ahrefs,absent,https://www.arizona.edu/admissions,"P2 relevant buried, target absent",yes,,PHD,Rule 2 — specific entity (kept),
university of arizona econ phd,exact,https://www.arizona.edu/degree-search/majors/economics-dp,https://www.arizona.edu/degree-search/majors/economics-dp,ahrefs,absent,https://www.arizona.edu/admissions,"P2 relevant buried, target absent",yes,,PHD,Rule 2 — specific entity (kept),
university of arizona economics phd,exact,https://www.arizona.edu/degree-search/majors/economics-dp,https://www.arizona.edu/degree-search/majors/economics-dp,ahrefs,absent,https://eller.arizona.edu/,"P2 relevant buried, target absent",yes,,PHD,Rule 2 — specific entity (kept),
university of arizona electrical and computer engineering,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/electrical-and-computer-engineering-computer-engineering-track,ahrefs,absent,https://engineering.arizona.edu/index,"P2 relevant buried, target absent",yes,,TRACK,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/electrical-and-computer-engineering-computer-engineering-track
university of arizona electrical engineering online,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/electrical-and-computer-engineering-electrical-engineering-track,ahrefs,absent,https://engineering.arizona.edu/index,"P2 relevant buried, target absent",yes,,TRACK,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/electrical-and-computer-engineering-electrical-engineering-track
university of arizona engineering management,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/engineering-management-ms,ahrefs,absent,https://engineering.arizona.edu/index,"P2 relevant buried, target absent",yes,,GRAD,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/engineering-management-ms
university of arizona environmental science,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/environmental-science-dp,ahrefs,absent,https://science.arizona.edu/,"P2 relevant buried, target absent",yes,,PHD,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/environmental-science-dp
university of arizona fashion major,exact,https://www.arizona.edu/degree-search/majors/applied-humanities-fashion-studies-emphasis,https://www.arizona.edu/degree-search/majors/applied-humanities-fashion-studies-emphasis,ahrefs,absent,https://www.arizona.edu/degree-search,"P2 relevant buried, target absent",yes,,EMPHASIS,Rule 2 — specific entity (kept),
